dataset,qid,question,selected_action,train_best_action,oracle_action,policy_reward,train_best_reward,oracle_reward,policy_reward_delta_vs_train_best,policy_regret,oracle_margin_vs_train_best,oracle_margin_vs_second_best,candidate_action_reward_spread,oracle_tie_count,beats_train_best,matches_train_best_action,matches_oracle_action
scifact,1290,There is an inverse relationship between hip fractures and statin use.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,327,Deletion of αvβ8 does not result in a spontaneous inflammatory phenotype.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.375,3,True,False,False
scifact,1272,The single flash-evoked ERG b-wave is generated by activity of ON-bipolar cells.,bm25_keyword,hybrid_keyword,bm25_keep,1.125,-0.03,1.1666666666666667,1.155,0.041666666667,1.196666666667,0.041666666667,1.196666666667,1,True,False,False
scifact,502,"Healthcare delivery efficiency in crowded delivery centers is impaired by improving structural, logistical, and interpersonal elements.",hybrid_keyword,hybrid_keyword,bm25_keep,-0.03,-0.03,0.0,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,1241,The myocardial lineage develops from cardiac progenitors of mesodermal origin.,dense_keyword,hybrid_keyword,dense_keep,1.25,1.07,1.25,0.18,0.0,0.18,0.0,1.25,2,True,False,False
scifact,742,Macrolides have no protective effect against myocardial infarction.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,1.5,2,True,False,True
scifact,967,Pretreatment with the Arp2/3 inhibitor CK-666 affects lamelliopodia formation.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,238,Cells undergoing methionine restriction may activate miRNAs.,hybrid_keep,hybrid_keyword,dense_keep,1.095,1.095,1.25,0.0,0.155,0.155,0.0,1.25,2,False,False,False
scifact,48,"A total of 1,000 people in the UK are asymptomatic carriers of vCJD infection.",hybrid_keyword,hybrid_keyword,bm25_keep,1.1366666666666667,1.1366666666666667,1.25,0.0,0.113333333333,0.113333333333,0.0,1.25,2,False,True,False
scifact,1273,The sliding activity of kinesin-8 protein Kip3 promotes bipolar spindle assembly.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,129,Articles published in open access format are less likely to be cited than traditional journals.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,1130,T regulatory cells (tTregs) lacking αvβ8 are more adept at suppressing pathogenic T-cell responses during active inflammation.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,535,Hypertension is frequently observed in type 1 diabetes patients.,dense_keep,hybrid_keyword,dense_keyword,1.125,1.22,1.5,-0.095,0.375,0.28,0.28,1.53,1,False,False,False
scifact,644,Insulin increases risk of severe kidney failure.,hybrid_keyword,hybrid_keyword,bm25_keep,1.1366666666666667,1.1366666666666667,1.25,0.0,0.113333333333,0.113333333333,0.0,1.25,2,False,True,False
scifact,718,Low nucleosome occupancy correlates with low methylation levels across species.,dense_keep,hybrid_keyword,bm25_keyword,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.25,3,True,False,False
scifact,516,High levels of CRP reduces the risk of exacerbations in chronic obstructive pulmonary disease (COPD).,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,1335,UCB T cells maintain high TCR diversity after transplantation.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,859,Normal expression of RUNX1 has tumor-promoting effects.,dense_keep,hybrid_keyword,bm25_keep,1.125,1.1366666666666667,1.25,-0.011666666667,0.125,0.113333333333,0.0,0.125,2,False,False,False
scifact,1121,Synaptic activity enhances local release of brain derived neurotrophic factor from postsynaptic dendrites.,hybrid_keep,hybrid_keyword,dense_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.25,2,False,False,False
scifact,1180,The PRR MDA5 is a sensor of RNA virus infection.,hybrid_keyword,hybrid_keyword,bm25_keep,-0.03,-0.03,1.125,0.0,1.155,1.155,0.025,1.155,1,False,True,False
scifact,216,CX3CR1 on the Th2 cells impairs T cell survival,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,1216,The extracellular domain of TMEM27 is cleaved in human beta cells.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,1100,Statins increase blood cholesterol.,hybrid_keyword,hybrid_keyword,bm25_keep,1.22,1.22,1.25,0.0,0.03,0.03,0.0,0.15,2,False,True,False
scifact,1020,Rapid up-regulation and higher basal expression of interferon-induced genes increase survival of granule cell neurons that are infected by West Nile virus.,bm25_keep,hybrid_keyword,dense_keyword,1.1666666666666667,1.22,1.5,-0.053333333333,0.333333333333,0.28,0.25,0.363333333333,1,False,False,False
scifact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,dense_keep,hybrid_keyword,dense_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,1.5,2,True,False,True
scifact,613,Increased microtubule acetylation repairs LRRK2 Roc-COR domain mutation induced locomotor deficits.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,294,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,hybrid_keep,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,1.5,2,False,False,False
scifact,960,Polymeal nutrition reduces cardiovascular mortality.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,198,CCL19 is absent within dLNs.,hybrid_keyword,hybrid_keyword,bm25_keyword,1.22,1.22,1.5,0.0,0.28,0.28,0.28,1.53,1,False,True,False
scifact,598,Incidence rates of cervical cancer have increased due to nationwide screening programs based primarily on cytology to detect uterine cervical cancer.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,1274,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,dense_keep,hybrid_keyword,dense_keep,1.5,1.22,1.5,0.28,0.0,0.28,0.0,0.583333333333,2,True,False,True
scifact,1278,The treatment of cancer patients with co-IR blockade does not cause any adverse autoimmune events.,dense_keep,hybrid_keyword,dense_keep,1.5,1.22,1.5,0.28,0.0,0.28,0.0,1.5,2,True,False,True
scifact,1099,Statins decrease blood cholesterol.,hybrid_keyword,hybrid_keyword,hybrid_keep,1.22,1.22,1.22,0.0,0.0,0.0,0.0,0.095,2,False,True,False
scifact,51,ALDH1 expression is associated with better breast cancer outcomes.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,623,Individuals with low serum vitamin D concentrations have increased risk of multiple sclerosis.,hybrid_keyword,hybrid_keyword,bm25_keep,-0.03,-0.03,0.0,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,501,Headaches are not correlated with cognitive impairment.,dense_keep,hybrid_keyword,bm25_keyword,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.25,3,True,False,False
scifact,1282,Therapeutic use of the drug Dapsone to treat pyoderma gangrenous is based on anecdotal evidence.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,727,Ly6C hi monocytes have a lower inflammatory capacity compared to their Ly6C lo counterparts.,bm25_keyword,hybrid_keyword,bm25_keep,1.25,1.22,1.25,0.03,0.0,0.03,0.0,0.15,2,True,False,False
scifact,1270,The risk of male prisoners harming themselves is ten times that of female prisoners.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,715,Low expression of miR7a does represses target genes and exerts a biological function in ovaries.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,728,Ly6C hi monocytes have a lower inflammatory capacity than Ly6C lo monocytes.,bm25_keyword,hybrid_keyword,dense_keep,0.75,1.22,1.25,-0.47,0.5,0.03,0.0,0.5,2,False,False,False
scifact,1049,Ribosomopathies have a low degree of cell and tissue specific pathology.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,693,Leuko-reduced blood reduces infectious complications in red blood cell transfusion.,hybrid_keep,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,False,False
scifact,975,Primary pro-inflammatory cytokines induce secondary pro- and anti-inflammatory mediators.,hybrid_keep,hybrid_keyword,bm25_keep,-0.03,-0.03,0.0,0.0,0.03,0.03,0.0,0.03,4,False,False,False
scifact,141,Auditory entrainment is strengthened when people see congruent visual and auditory information.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,1344,Up-regulation of the p53 pathway and related molecular events casues cancer resistance and results in a significantly shortened lifespan marked by senescent cells and accelerated organismal aging.,dense_keep,hybrid_keyword,bm25_keyword,1.25,1.22,1.5,0.03,0.25,0.28,0.25,0.28,1,True,False,False
scifact,1395,p16INK4A accumulation is  linked to an abnormal wound response caused by the microinvasive step of advanced Oral Potentially Malignant Lesions (OPMLs).,dense_keep,hybrid_keyword,dense_keep,1.1666666666666667,-0.03,1.1666666666666667,1.196666666667,0.0,1.196666666667,0.096666666667,1.196666666667,1,True,False,True
scifact,295,Crosstalk between dendritic cells (DCs) and innate lymphoid cells (ILCs) is important in the regulation of intestinal homeostasis.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.22,1.5,0.28,0.0,0.28,0.0,0.333333333333,2,True,False,True
scifact,820,N-terminal cleavage increases success identifying transcription start sites.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,1271,The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enhancement in MRI.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,dense_keyword,hybrid_keyword,dense_keep,1.0,0.8866666666666666,1.0,0.113333333333,0.0,0.113333333333,0.0,0.113333333333,2,True,False,False
scifact,410,Febrile seizures increase the threshold for development of epilepsy.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,232,Cataract and trachoma are the primary cause of blindness in Southern Sudan.,hybrid_keyword,hybrid_keyword,dense_keep,1.22,1.22,1.5,0.0,0.28,0.28,0.03,0.28,1,False,True,False
scifact,641,Insomnia can be effectively treated with cognitive behavioral therapy.,hybrid_keyword,hybrid_keyword,bm25_keep,0.97,0.97,1.0,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,437,Functional consequences of genomic alterations due to Myelodysplastic syndrome (MDS) are poorly understood due to the lack of an animal model.,hybrid_keyword,hybrid_keyword,bm25_keep,-0.03,-0.03,0.0,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,1175,The PPR MDA5 has two N-terminal CARD domains.,hybrid_keyword,hybrid_keyword,bm25_keep,-0.03,-0.03,0.0,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,421,Flexible molecules experience greater steric hindrance in the tumor microenviroment than rigid molecules.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,744,Macropinocytosis contributes to a cell's supply of amino acids via the intracellular uptake of protein.,bm25_keep,hybrid_keyword,bm25_keep,1.25,1.22,1.25,0.03,0.0,0.03,0.0,0.083333333333,2,True,False,True
scifact,475,Glycolysis is one of the primary glycometabolic pathways in cells.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,1014,Rapamycin decreases the concentration of triacylglycerols in fruit flies.,hybrid_keep,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,False,False
scifact,985,Pseudogene PTENP1 regulates the expression of PTEN by functioning as an miRNA decoy.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,887,Only a minority of cells survive development after differentiation into stress-resistant spores.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,354,Downregulation and mislocalization of Scribble prevents cell transformation and mammary tumorigenesis.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,691,Leukemia associated Rho guanine nucleotide-exchange factor represses RhoA in response to SRC activation.,hybrid_keyword,hybrid_keyword,bm25_keep,1.22,1.22,1.5,0.0,0.28,0.28,0.0,0.4,2,False,True,False
scifact,143,Autologous transplantation of mesenchymal stem cells causes fewer opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,115,Anthrax spores can be disposed of easily after they are dispersed.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,312,De novo assembly of sequence data has more specific contigs than unassembled sequence data.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,1.1,0.03,1.1,1.13,0.0,1.13,2,True,False,False
scifact,268,Cold exposure increases BAT recruitment.,hybrid_keyword,hybrid_keyword,dense_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.25,2,False,True,False
scifact,399,Exposure to fine particulate air pollution is relate to anxiety prevalence.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,575,"In domesticated populations of Saccharomyces cerevisiae, whole chromosome aneuploidy is very uncommon.",dense_keep,hybrid_keyword,dense_keyword,1.25,1.47,1.5,-0.22,0.25,0.03,0.03,1.5,1,False,False,False
scifact,1089,Smc5/6 engagment drives the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,873,Obesity is determined solely by environmental factors.,dense_keep,hybrid_keyword,dense_keep,0.3666666666666667,-0.03,0.3666666666666667,0.396666666667,0.0,0.396666666667,0.0,0.396666666667,2,True,False,True
scifact,721,Lupus-prone mice infected with curliproducing bacteria have higher autoantibody titers compared to controls.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,1316,Transferred UCB T cells acquire a memory-like phenotype in recipients.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,936,Peroxynitrite is required for nitration of TCR/CD8.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,514,High dietary calcium intakes are unnecessary for prevention of secondary hyperparathyroidism in subjects with 25(OH)D levels above 75 nmol/liter.,hybrid_keyword,hybrid_keyword,dense_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,1.5,2,False,True,False
scifact,1024,Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.,hybrid_keyword,hybrid_keyword,bm25_keep,1.22,1.22,1.5,0.0,0.28,0.28,0.0,1.5,2,False,True,False
scifact,1232,The minor G allele of FOXO3 is related to more severe symptoms of Crohn's Disease.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,560,Immune responses result in the development of inflammatory Th17 cells and anti-inflammatory iTregs.,hybrid_keep,hybrid_keyword,bm25_keep,-0.03,-0.03,0.0,0.0,0.03,0.03,0.0,0.03,4,False,False,False
scifact,53,ALDH1 expression is associated with poorer prognosis in breast cancer.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,554,Immune complex triggered cell death leads to extracellular release of neutrophil protein HMGB1.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,324,Deleting Raptor reduces G-CSF levels.,dense_keep,hybrid_keyword,dense_keep,1.25,1.1366666666666667,1.25,0.113333333333,0.0,0.113333333333,0.0,0.125,2,True,False,True
scifact,1319,Transplanted human glial cells can differentiate within the host animal.,dense_keep,hybrid_keyword,dense_keep,1.5,1.22,1.5,0.28,0.0,0.28,0.0,0.375,2,True,False,True
scifact,137,Asymptomatic visual impairment screening in elderly populations does not lead to improved vision.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,49,ADAR1 binds to Dicer to cleave pre-miRNA.,hybrid_keep,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,False,False
scifact,269,Cold exposure reduces BAT recruitment.,hybrid_keyword,hybrid_keyword,dense_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.25,2,False,True,False
scifact,362,During the primary early antibody response activated B cells migrate toward the inner-and outer paracortical areas where oxysterol accumulation is generated by stromal cells.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,821,N-terminal cleavage reduces success identifying transcription start sites.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
