split,method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs
train,Vanilla BM25,bm25_keep,5a7a567255429941d65f25bd,What was Iqbal F. Qadir on when he participated in an attack on a radar station located on western shore of the Okhamandal Peninsula?,1.0,1.0,1.0,0.0,1,24,1.5,What was Iqbal F. Qadir on when he participated in an attack on a radar station located on western shore of the Okhamandal Peninsula?,Iqbal F. Qadir | Dwarka | NATO Ouvrage &quot;G&quot; | Mukachevo Radar Station | Radar Station (film),Dwarka | Iqbal F. Qadir
train,Dense original,dense_keep,5abca1a55542993a06baf937,When did the park at which Tivolis Koncertsal is located open?,1.0,1.0,1.0,0.0,1,11,1.5,When did the park at which Tivolis Koncertsal is located open?,Tivolis Koncertsal | Tivoli Gardens | Tivoli Two | Tivoli One | Takino Suzuran Hillside National Government Park,Tivoli Gardens | Tivolis Koncertsal
train,Dense keyword,dense_keyword,5abca1a55542993a06baf937,When did the park at which Tivolis Koncertsal is located open?,1.0,1.0,1.0,0.0,1,5,1.5,park tivolis koncertsal located open,Tivolis Koncertsal | Tivoli Gardens | Tivoli Two | Tivoli One | Takino Suzuran Hillside National Government Park,Tivoli Gardens | Tivolis Koncertsal
train,Hybrid original,hybrid_keep,5abca1a55542993a06baf937,When did the park at which Tivolis Koncertsal is located open?,1.0,1.0,0.8772153153380493,0.03,2,11,1.47,When did the park at which Tivolis Koncertsal is located open?,Tivolis Koncertsal | Tivoli Two | Pepper Tree Playfield | Tivoli Gardens | Tivoli One,Tivoli Gardens | Tivolis Koncertsal
train,Hybrid keyword,hybrid_keyword,5abca1a55542993a06baf937,When did the park at which Tivolis Koncertsal is located open?,1.0,1.0,0.8772153153380493,0.03,2,5,1.47,park tivolis koncertsal located open,Tivolis Koncertsal | Tivoli Two | Pepper Tree Playfield | Tivoli Gardens | Tivoli One,Tivoli Gardens | Tivolis Koncertsal
train,Train-best retrieval action,hybrid_keyword,5abca1a55542993a06baf937,When did the park at which Tivolis Koncertsal is located open?,1.0,1.0,0.8772153153380493,0.03,2,5,1.47,park tivolis koncertsal located open,Tivolis Koncertsal | Tivoli Two | Pepper Tree Playfield | Tivoli Gardens | Tivoli One,Tivoli Gardens | Tivolis Koncertsal
train,Selective retrieval policy,dense_keep,5abca1a55542993a06baf937,When did the park at which Tivolis Koncertsal is located open?,1.0,1.0,1.0,0.0,1,11,1.5,When did the park at which Tivolis Koncertsal is located open?,Tivolis Koncertsal | Tivoli Gardens | Tivoli Two | Tivoli One | Takino Suzuran Hillside National Government Park,Tivoli Gardens | Tivolis Koncertsal
train,Oracle retrieval action,dense_keep,5abca1a55542993a06baf937,When did the park at which Tivolis Koncertsal is located open?,1.0,1.0,1.0,0.0,1,11,1.5,When did the park at which Tivolis Koncertsal is located open?,Tivolis Koncertsal | Tivoli Gardens | Tivoli Two | Tivoli One | Takino Suzuran Hillside National Government Park,Tivoli Gardens | Tivolis Koncertsal
train,Vanilla BM25,bm25_keep,5a73977d554299623ed4ac08,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,1.0,1.0,0.9197207891481876,0.0,1,13,1.5,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,Scout Tufankjian | KOKO-FM | Art Laboe | Chinese Australians | Indian Scout (motorcycle),Art Laboe | Scout Tufankjian
train,BM25 keyword,bm25_keyword,5a73977d554299623ed4ac08,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,1.0,1.0,1.0,0.0,1,8,1.5,shared country ancestry between art laboe scout tufankjian,Scout Tufankjian | Art Laboe | KOKO-FM | Chinese Australians | Original Sound,Art Laboe | Scout Tufankjian
train,Dense original,dense_keep,5a73977d554299623ed4ac08,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,1.0,1.0,1.0,0.0,1,13,1.5,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,Scout Tufankjian | Art Laboe | Interamerican Scout Jamboree | KOKO-FM | Chinese Australians,Art Laboe | Scout Tufankjian
train,Dense keyword,dense_keyword,5a73977d554299623ed4ac08,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,1.0,1.0,1.0,0.0,1,8,1.5,shared country ancestry between art laboe scout tufankjian,Scout Tufankjian | Art Laboe | KOKO-FM | Interamerican Scout Jamboree | Chinese Australians,Art Laboe | Scout Tufankjian
train,Hybrid original,hybrid_keep,5a73977d554299623ed4ac08,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,1.0,1.0,1.0,0.03,2,13,1.47,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,Scout Tufankjian | Art Laboe | KOKO-FM | Chinese Australians | Interamerican Scout Jamboree,Art Laboe | Scout Tufankjian
train,Hybrid keyword,hybrid_keyword,5a73977d554299623ed4ac08,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,1.0,1.0,1.0,0.03,2,8,1.47,shared country ancestry between art laboe scout tufankjian,Scout Tufankjian | Art Laboe | KOKO-FM | Chinese Australians | Interamerican Scout Jamboree,Art Laboe | Scout Tufankjian
train,Train-best retrieval action,hybrid_keyword,5a73977d554299623ed4ac08,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,1.0,1.0,1.0,0.03,2,8,1.47,shared country ancestry between art laboe scout tufankjian,Scout Tufankjian | Art Laboe | KOKO-FM | Chinese Australians | Interamerican Scout Jamboree,Art Laboe | Scout Tufankjian
train,Selective retrieval policy,dense_keep,5a73977d554299623ed4ac08,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,1.0,1.0,1.0,0.0,1,13,1.5,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,Scout Tufankjian | Art Laboe | Interamerican Scout Jamboree | KOKO-FM | Chinese Australians,Art Laboe | Scout Tufankjian
train,Oracle retrieval action,bm25_keep,5a73977d554299623ed4ac08,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,1.0,1.0,0.9197207891481876,0.0,1,13,1.5,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,Scout Tufankjian | KOKO-FM | Art Laboe | Chinese Australians | Indian Scout (motorcycle),Art Laboe | Scout Tufankjian
train,Vanilla BM25,bm25_keep,5ab514c05542991779162d72,The school in which the Wilmslow Show is held is designated as what?,1.0,1.0,1.0,0.0,1,13,1.5,The school in which the Wilmslow Show is held is designated as what?,Wilmslow High School | Wilmslow Show | California State Summer School for the Arts | Hawthorn Hall | Pownall Hall,Wilmslow High School | Wilmslow Show
train,BM25 keyword,bm25_keyword,5ab514c05542991779162d72,The school in which the Wilmslow Show is held is designated as what?,1.0,1.0,1.0,0.0,1,5,1.5,school wilmslow show held designated,Wilmslow Show | Wilmslow High School | Dungeness School | 2015 CIS University Cup | Corn School,Wilmslow High School | Wilmslow Show
train,Dense original,dense_keep,5ab514c05542991779162d72,The school in which the Wilmslow Show is held is designated as what?,1.0,1.0,1.0,0.0,1,13,1.5,The school in which the Wilmslow Show is held is designated as what?,Wilmslow Show | Wilmslow High School | Corn School | Hawthorn Hall | Pownall Hall,Wilmslow High School | Wilmslow Show
train,Dense keyword,dense_keyword,5ab514c05542991779162d72,The school in which the Wilmslow Show is held is designated as what?,1.0,1.0,1.0,0.0,1,5,1.5,school wilmslow show held designated,Wilmslow Show | Wilmslow High School | Corn School | Conestoga (convention) | Dungeness School,Wilmslow High School | Wilmslow Show
train,Hybrid original,hybrid_keep,5ab514c05542991779162d72,The school in which the Wilmslow Show is held is designated as what?,1.0,1.0,1.0,0.03,2,13,1.47,The school in which the Wilmslow Show is held is designated as what?,Wilmslow High School | Wilmslow Show | Hawthorn Hall | Pownall Hall | California State Summer School for the Arts,Wilmslow High School | Wilmslow Show
train,Hybrid keyword,hybrid_keyword,5ab514c05542991779162d72,The school in which the Wilmslow Show is held is designated as what?,1.0,1.0,1.0,0.03,2,5,1.47,school wilmslow show held designated,Wilmslow Show | Wilmslow High School | Corn School | Dungeness School | 2015 CIS University Cup,Wilmslow High School | Wilmslow Show
train,Train-best retrieval action,hybrid_keyword,5ab514c05542991779162d72,The school in which the Wilmslow Show is held is designated as what?,1.0,1.0,1.0,0.03,2,5,1.47,school wilmslow show held designated,Wilmslow Show | Wilmslow High School | Corn School | Dungeness School | 2015 CIS University Cup,Wilmslow High School | Wilmslow Show
train,Selective retrieval policy,bm25_keep,5ab514c05542991779162d72,The school in which the Wilmslow Show is held is designated as what?,1.0,1.0,1.0,0.0,1,13,1.5,The school in which the Wilmslow Show is held is designated as what?,Wilmslow High School | Wilmslow Show | California State Summer School for the Arts | Hawthorn Hall | Pownall Hall,Wilmslow High School | Wilmslow Show
train,Oracle retrieval action,bm25_keep,5ab514c05542991779162d72,The school in which the Wilmslow Show is held is designated as what?,1.0,1.0,1.0,0.0,1,13,1.5,The school in which the Wilmslow Show is held is designated as what?,Wilmslow High School | Wilmslow Show | California State Summer School for the Arts | Hawthorn Hall | Pownall Hall,Wilmslow High School | Wilmslow Show
train,Vanilla BM25,bm25_keep,5add2b435542990d50227e11,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,1.0,1.0,1.0,0.0,1,17,1.5,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,On Chesil Beach (film) | Billy Howle | Once Upon a Time in London | The Little Stranger (film) | Tadakha,Billy Howle | On Chesil Beach (film)
train,BM25 keyword,bm25_keyword,5add2b435542990d50227e11,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,1.0,1.0,1.0,0.0,1,12,1.5,will billy howle seen opposite upcoming british drama film directed dominic cooke,On Chesil Beach (film) | Billy Howle | Once Upon a Time in London | The Little Stranger (film) | Tell It to the Bees,Billy Howle | On Chesil Beach (film)
train,Dense original,dense_keep,5add2b435542990d50227e11,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,1.0,1.0,0.9197207891481876,0.0,1,17,1.5,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,Billy Howle | Once Upon a Time in London | On Chesil Beach (film) | Zoo (2017 film) | Dark River (2017 film),Billy Howle | On Chesil Beach (film)
train,Dense keyword,dense_keyword,5add2b435542990d50227e11,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,1.0,1.0,0.9197207891481876,0.0,1,12,1.5,will billy howle seen opposite upcoming british drama film directed dominic cooke,Billy Howle | Once Upon a Time in London | On Chesil Beach (film) | Zoo (2017 film) | Dark River (2017 film),Billy Howle | On Chesil Beach (film)
train,Hybrid original,hybrid_keep,5add2b435542990d50227e11,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,1.0,1.0,1.0,0.03,2,17,1.47,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,Billy Howle | On Chesil Beach (film) | Once Upon a Time in London | The Little Stranger (film) | Zoo (2017 film),Billy Howle | On Chesil Beach (film)
train,Hybrid keyword,hybrid_keyword,5add2b435542990d50227e11,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,1.0,1.0,1.0,0.03,2,12,1.47,will billy howle seen opposite upcoming british drama film directed dominic cooke,Billy Howle | On Chesil Beach (film) | Once Upon a Time in London | The Little Stranger (film) | Zoo (2017 film),Billy Howle | On Chesil Beach (film)
train,Train-best retrieval action,hybrid_keyword,5add2b435542990d50227e11,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,1.0,1.0,1.0,0.03,2,12,1.47,will billy howle seen opposite upcoming british drama film directed dominic cooke,Billy Howle | On Chesil Beach (film) | Once Upon a Time in London | The Little Stranger (film) | Zoo (2017 film),Billy Howle | On Chesil Beach (film)
train,Selective retrieval policy,bm25_keyword,5add2b435542990d50227e11,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,1.0,1.0,1.0,0.0,1,12,1.5,will billy howle seen opposite upcoming british drama film directed dominic cooke,On Chesil Beach (film) | Billy Howle | Once Upon a Time in London | The Little Stranger (film) | Tell It to the Bees,Billy Howle | On Chesil Beach (film)
train,Oracle retrieval action,bm25_keep,5add2b435542990d50227e11,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,1.0,1.0,1.0,0.0,1,17,1.5,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,On Chesil Beach (film) | Billy Howle | Once Upon a Time in London | The Little Stranger (film) | Tadakha,Billy Howle | On Chesil Beach (film)
train,Vanilla BM25,bm25_keep,5a88d6df554299206df2b377,"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",1.0,0.5,0.6934264036172708,0.0,1,14,1.25,"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",Curmudgeons (film) | The Lorax (film) | Kool Kojak | Brian R. Etting | Victorious: Music from the Hit TV Show,Kool Kojak | The Lorax (film)
train,BM25 keyword,bm25_keyword,5a88d6df554299206df2b377,"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",1.0,0.5,0.6509209298071326,0.0,1,11,1.25,animated movie starring danny devito featured music written produced kool kojak,Curmudgeons (film) | The Lorax (film) | Brian R. Etting | Kool Kojak | Victorious: Music from the Hit TV Show,Kool Kojak | The Lorax (film)
train,Dense original,dense_keep,5a88d6df554299206df2b377,"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",1.0,0.5,0.6509209298071326,0.0,1,14,1.25,"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",Curmudgeons (film) | Kool Kojak | Brian R. Etting | The Lorax (film) | Victorious: Music from the Hit TV Show,Kool Kojak | The Lorax (film)
train,Dense keyword,dense_keyword,5a88d6df554299206df2b377,"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",1.0,1.0,0.9197207891481876,0.0,1,11,1.5,animated movie starring danny devito featured music written produced kool kojak,Kool Kojak | Curmudgeons (film) | The Lorax (film) | Brian R. Etting | Victorious: Music from the Hit TV Show,Kool Kojak | The Lorax (film)
train,Hybrid original,hybrid_keep,5a88d6df554299206df2b377,"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",1.0,0.5,0.6934264036172708,0.03,2,14,1.22,"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",Curmudgeons (film) | Kool Kojak | The Lorax (film) | Brian R. Etting | Victorious: Music from the Hit TV Show,Kool Kojak | The Lorax (film)
train,Hybrid keyword,hybrid_keyword,5a88d6df554299206df2b377,"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",1.0,0.5,0.6934264036172708,0.03,2,11,1.22,animated movie starring danny devito featured music written produced kool kojak,Curmudgeons (film) | Kool Kojak | The Lorax (film) | Brian R. Etting | Victorious: Music from the Hit TV Show,Kool Kojak | The Lorax (film)
train,Train-best retrieval action,hybrid_keyword,5a88d6df554299206df2b377,"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",1.0,0.5,0.6934264036172708,0.03,2,11,1.22,animated movie starring danny devito featured music written produced kool kojak,Curmudgeons (film) | Kool Kojak | The Lorax (film) | Brian R. Etting | Victorious: Music from the Hit TV Show,Kool Kojak | The Lorax (film)
train,Selective retrieval policy,dense_keyword,5a88d6df554299206df2b377,"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",1.0,1.0,0.9197207891481876,0.0,1,11,1.5,animated movie starring danny devito featured music written produced kool kojak,Kool Kojak | Curmudgeons (film) | The Lorax (film) | Brian R. Etting | Victorious: Music from the Hit TV Show,Kool Kojak | The Lorax (film)
train,Oracle retrieval action,dense_keyword,5a88d6df554299206df2b377,"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",1.0,1.0,0.9197207891481876,0.0,1,11,1.5,animated movie starring danny devito featured music written produced kool kojak,Kool Kojak | Curmudgeons (film) | The Lorax (film) | Brian R. Etting | Victorious: Music from the Hit TV Show,Kool Kojak | The Lorax (film)
train,Vanilla BM25,bm25_keep,5ae6b6065542991bbc976168,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",1.0,1.0,1.0,0.0,1,36,1.5,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",Scott Adkins | Universal Soldier (franchise) | List of accolades received by Zero Dark Thirty | Universal Soldier (1992 film) | Jayne Grayson,Scott Adkins | Universal Soldier (franchise)
train,BM25 keyword,bm25_keyword,5ae6b6065542991bbc976168,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",1.0,1.0,1.0,0.0,1,22,1.5,out actors played role luc deveraux universal soldier franchise actor also starred movies holby city doctor strange bourne ultimatum zero dark thirty,Scott Adkins | Universal Soldier (franchise) | List of accolades received by Zero Dark Thirty | Luc Deveraux | Universal Soldier (1992 film),Scott Adkins | Universal Soldier (franchise)
train,Dense original,dense_keep,5ae6b6065542991bbc976168,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",1.0,0.5,0.6240505200038379,0.0,1,36,1.25,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",Luc Deveraux | Universal Soldier (franchise) | Universal Soldier (1992 film) | Universal Soldier: Regeneration | Scott Adkins,Scott Adkins | Universal Soldier (franchise)
train,Dense keyword,dense_keyword,5ae6b6065542991bbc976168,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",1.0,1.0,0.9197207891481876,0.0,1,22,1.5,out actors played role luc deveraux universal soldier franchise actor also starred movies holby city doctor strange bourne ultimatum zero dark thirty,Universal Soldier (franchise) | Luc Deveraux | Scott Adkins | Universal Soldier (1992 film) | Universal Soldier: Regeneration,Scott Adkins | Universal Soldier (franchise)
train,Hybrid original,hybrid_keep,5ae6b6065542991bbc976168,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",1.0,1.0,0.9197207891481876,0.03,2,36,1.47,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",Scott Adkins | Luc Deveraux | Universal Soldier (franchise) | Universal Soldier (1992 film) | List of accolades received by Zero Dark Thirty,Scott Adkins | Universal Soldier (franchise)
train,Hybrid keyword,hybrid_keyword,5ae6b6065542991bbc976168,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",1.0,1.0,1.0,0.03,2,22,1.47,out actors played role luc deveraux universal soldier franchise actor also starred movies holby city doctor strange bourne ultimatum zero dark thirty,Universal Soldier (franchise) | Scott Adkins | Luc Deveraux | Universal Soldier (1992 film) | List of accolades received by Zero Dark Thirty,Scott Adkins | Universal Soldier (franchise)
train,Train-best retrieval action,hybrid_keyword,5ae6b6065542991bbc976168,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",1.0,1.0,1.0,0.03,2,22,1.47,out actors played role luc deveraux universal soldier franchise actor also starred movies holby city doctor strange bourne ultimatum zero dark thirty,Universal Soldier (franchise) | Scott Adkins | Luc Deveraux | Universal Soldier (1992 film) | List of accolades received by Zero Dark Thirty,Scott Adkins | Universal Soldier (franchise)
train,Selective retrieval policy,bm25_keyword,5ae6b6065542991bbc976168,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",1.0,1.0,1.0,0.0,1,22,1.5,out actors played role luc deveraux universal soldier franchise actor also starred movies holby city doctor strange bourne ultimatum zero dark thirty,Scott Adkins | Universal Soldier (franchise) | List of accolades received by Zero Dark Thirty | Luc Deveraux | Universal Soldier (1992 film),Scott Adkins | Universal Soldier (franchise)
train,Oracle retrieval action,bm25_keep,5ae6b6065542991bbc976168,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",1.0,1.0,1.0,0.0,1,36,1.5,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",Scott Adkins | Universal Soldier (franchise) | List of accolades received by Zero Dark Thirty | Universal Soldier (1992 film) | Jayne Grayson,Scott Adkins | Universal Soldier (franchise)
train,Vanilla BM25,bm25_keep,5ae531ee5542990ba0bbb1ff,Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,1.0,1.0,0.9197207891481876,0.0,1,18,1.5,Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,Tommy's Honour | Tina Heath | Jack Lowden | Ken Stott | Kevin McKidd,Jack Lowden | Tommy's Honour
train,BM25 keyword,bm25_keyword,5ae531ee5542990ba0bbb1ff,Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,1.0,1.0,1.0,0.0,1,12,1.5,tommy s honour drama film included actor found success 2016 bbc miniseries,Tommy's Honour | Jack Lowden | Kevin McKidd | Hélène Kuragina | Tina Heath,Jack Lowden | Tommy's Honour
train,Dense original,dense_keep,5ae531ee5542990ba0bbb1ff,Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,1.0,1.0,1.0,0.0,1,18,1.5,Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,Tommy's Honour | Jack Lowden | Kevin McKidd | Cultural depictions of William III of England | Ken Stott,Jack Lowden | Tommy's Honour
train,Dense keyword,dense_keyword,5ae531ee5542990ba0bbb1ff,Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,1.0,1.0,1.0,0.0,1,12,1.5,tommy s honour drama film included actor found success 2016 bbc miniseries,Tommy's Honour | Jack Lowden | Kevin McKidd | Cultural depictions of William III of England | Ken Stott,Jack Lowden | Tommy's Honour
train,Hybrid original,hybrid_keep,5ae531ee5542990ba0bbb1ff,Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,1.0,1.0,1.0,0.03,2,18,1.47,Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,Tommy's Honour | Jack Lowden | Kevin McKidd | Tina Heath | Ken Stott,Jack Lowden | Tommy's Honour
