dataset,split,qid,question,gold_answer,retrieval_method,retrieval_action,reader,predicted_answer,reader_score,reader_passage_id,exact_match,f1,recall_at_5,mrr,ndcg_at_5,retrieval_calls,retrieval_reward,top_docs,gold_docs,missing_doc_count,claim_scope
nq,test,-7008352380240766023,how many episodes of touching evil are there,16,Vanilla BM25,bm25_keep,lexical,"of episodes 16 Production Running time 50 minutes Release Original network ITV Picture format 4 : 3 Original release 29 April 1997 -- 6 June 1999 Touching Evil is a British television drama serial , which began airing in 1997 .",0.6,nq:-7008352380240766023,0.0,0.05405405405405406,1.0,1.0,1.0,1.0,1.5,nq:-7008352380240766023 | nq:5860639113441706536 | nq:5262336130893308488 | nq:-1567826404295558649 | nq:7937545581647887851,nq:-7008352380240766023,0,tiny_realdata_policy_reader_diagnostic
nq,test,-7657379080399040683,where is this years army navy game played,Lincoln Financial Field in Philadelphia,Selective retrieval policy,bm25_keep,answer_type,M,0.6,nq:-7657379080399040683,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:-7657379080399040683 | nq:-119638173687275454 | nq:5062184728482203596 | nq:6034599695278533930 | nq:3470213507052116668,nq:-7657379080399040683,0,tiny_realdata_policy_reader_diagnostic
nq,test,3860011458309154397,list of american league and national league teams,,Vanilla BM25,bm25_keep,lexical,"of teams 15 Countries United States ( 14 teams ) Canada ( 1 team ) Most recent champion ( s ) Houston Astros ( 1st ) Most titles New York Yankees ( 40 ) The American League of Professional Baseball Clubs , or simply the American League ( AL ) , is one of two leagues that make up Major League Baseball ( MLB ) in the United States and Canada .",0.6,nq:3860011458309154397,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:3860011458309154397 | nq:-6939993637603870565 | nq:-119638173687275454 | nq:-5117382453861077400 | nq:-1651199256174655645,nq:3860011458309154397,0,tiny_realdata_policy_reader_diagnostic
nq,test,3860011458309154397,list of american league and national league teams,,Vanilla BM25,bm25_keep,span,Countries United States,0.6,nq:3860011458309154397,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:3860011458309154397 | nq:-6939993637603870565 | nq:-119638173687275454 | nq:-5117382453861077400 | nq:-1651199256174655645,nq:3860011458309154397,0,tiny_realdata_policy_reader_diagnostic
nq,test,3860011458309154397,list of american league and national league teams,,Vanilla BM25,bm25_keep,answer_type,Countries United States,0.6,nq:3860011458309154397,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:3860011458309154397 | nq:-6939993637603870565 | nq:-119638173687275454 | nq:-5117382453861077400 | nq:-1651199256174655645,nq:3860011458309154397,0,tiny_realdata_policy_reader_diagnostic
nq,test,3860011458309154397,list of american league and national league teams,,Train-best retrieval action,dense_keep,lexical,"of teams 15 Countries United States ( 14 teams ) Canada ( 1 team ) Most recent champion ( s ) Houston Astros ( 1st ) Most titles New York Yankees ( 40 ) The American League of Professional Baseball Clubs , or simply the American League ( AL ) , is one of two leagues that make up Major League Baseball ( MLB ) in the United States and Canada .",0.6,nq:3860011458309154397,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:3860011458309154397 | nq:-6939993637603870565 | nq:-119638173687275454 | nq:9157704670468415290 | nq:-1725899096851471109,nq:3860011458309154397,0,tiny_realdata_policy_reader_diagnostic
nq,test,3860011458309154397,list of american league and national league teams,,Train-best retrieval action,dense_keep,span,Countries United States,0.6,nq:3860011458309154397,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:3860011458309154397 | nq:-6939993637603870565 | nq:-119638173687275454 | nq:9157704670468415290 | nq:-1725899096851471109,nq:3860011458309154397,0,tiny_realdata_policy_reader_diagnostic
nq,test,3860011458309154397,list of american league and national league teams,,Train-best retrieval action,dense_keep,answer_type,Countries United States,0.6,nq:3860011458309154397,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:3860011458309154397 | nq:-6939993637603870565 | nq:-119638173687275454 | nq:9157704670468415290 | nq:-1725899096851471109,nq:3860011458309154397,0,tiny_realdata_policy_reader_diagnostic
nq,test,3860011458309154397,list of american league and national league teams,,Selective retrieval policy,bm25_keep,lexical,"of teams 15 Countries United States ( 14 teams ) Canada ( 1 team ) Most recent champion ( s ) Houston Astros ( 1st ) Most titles New York Yankees ( 40 ) The American League of Professional Baseball Clubs , or simply the American League ( AL ) , is one of two leagues that make up Major League Baseball ( MLB ) in the United States and Canada .",0.6,nq:3860011458309154397,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:3860011458309154397 | nq:-6939993637603870565 | nq:-119638173687275454 | nq:-5117382453861077400 | nq:-1651199256174655645,nq:3860011458309154397,0,tiny_realdata_policy_reader_diagnostic
nq,test,3860011458309154397,list of american league and national league teams,,Selective retrieval policy,bm25_keep,span,Countries United States,0.6,nq:3860011458309154397,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:3860011458309154397 | nq:-6939993637603870565 | nq:-119638173687275454 | nq:-5117382453861077400 | nq:-1651199256174655645,nq:3860011458309154397,0,tiny_realdata_policy_reader_diagnostic
nq,test,3860011458309154397,list of american league and national league teams,,Selective retrieval policy,bm25_keep,answer_type,Countries United States,0.6,nq:3860011458309154397,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:3860011458309154397 | nq:-6939993637603870565 | nq:-119638173687275454 | nq:-5117382453861077400 | nq:-1651199256174655645,nq:3860011458309154397,0,tiny_realdata_policy_reader_diagnostic
nq,test,1172277683662974732,where did hasta la vista baby come from,Arnold Schwarzenegger's title character from the 1991 science fiction thriller film Terminator 2: Judgment Day,Vanilla BM25,bm25_keep,lexical,"`` Hasta la vista , baby '' Character Terminator Actor Arnold Schwarzenegger First used in Terminator 2 : Judgment Day Voted # 76 in AFI 's 100 Movie Quotes poll Arnold Schwarzenegger 's star on the Hollywood Walk of Fame `` Hasta la vista , baby '' is a catchphrase associated with Arnold Schwarzenegger 's title character from the 1991 science fiction thriller film Terminator 2 : Judgment Day .",0.8,nq:1172277683662974732,0.0,0.3661971830985915,1.0,1.0,1.0,1.0,1.5,nq:1172277683662974732 | nq:5758694170037504500 | nq:5076821131444764956 | nq:-546696194238868913 | nq:6249949001034298351,nq:1172277683662974732,0,tiny_realdata_policy_reader_diagnostic
nq,test,1172277683662974732,where did hasta la vista baby come from,Arnold Schwarzenegger's title character from the 1991 science fiction thriller film Terminator 2: Judgment Day,Vanilla BM25,bm25_keep,span,Character Terminator Actor Arnold Schwarzenegger First,0.8,nq:1172277683662974732,0.0,0.3,1.0,1.0,1.0,1.0,1.5,nq:1172277683662974732 | nq:5758694170037504500 | nq:5076821131444764956 | nq:-546696194238868913 | nq:6249949001034298351,nq:1172277683662974732,0,tiny_realdata_policy_reader_diagnostic
nq,test,1172277683662974732,where did hasta la vista baby come from,Arnold Schwarzenegger's title character from the 1991 science fiction thriller film Terminator 2: Judgment Day,Vanilla BM25,bm25_keep,answer_type,Character Terminator Actor Arnold Schwarzenegger First,0.8,nq:1172277683662974732,0.0,0.3,1.0,1.0,1.0,1.0,1.5,nq:1172277683662974732 | nq:5758694170037504500 | nq:5076821131444764956 | nq:-546696194238868913 | nq:6249949001034298351,nq:1172277683662974732,0,tiny_realdata_policy_reader_diagnostic
nq,test,1172277683662974732,where did hasta la vista baby come from,Arnold Schwarzenegger's title character from the 1991 science fiction thriller film Terminator 2: Judgment Day,Train-best retrieval action,dense_keep,lexical,"`` Hasta la vista , baby '' Character Terminator Actor Arnold Schwarzenegger First used in Terminator 2 : Judgment Day Voted # 76 in AFI 's 100 Movie Quotes poll Arnold Schwarzenegger 's star on the Hollywood Walk of Fame `` Hasta la vista , baby '' is a catchphrase associated with Arnold Schwarzenegger 's title character from the 1991 science fiction thriller film Terminator 2 : Judgment Day .",0.8,nq:1172277683662974732,0.0,0.3661971830985915,1.0,1.0,1.0,1.0,1.5,nq:1172277683662974732 | nq:8221988726104372475 | nq:6185983988907724243 | nq:246927435436425337 | nq:2157125040478289133,nq:1172277683662974732,0,tiny_realdata_policy_reader_diagnostic
nq,test,1172277683662974732,where did hasta la vista baby come from,Arnold Schwarzenegger's title character from the 1991 science fiction thriller film Terminator 2: Judgment Day,Train-best retrieval action,dense_keep,span,Character Terminator Actor Arnold Schwarzenegger First,0.8,nq:1172277683662974732,0.0,0.3,1.0,1.0,1.0,1.0,1.5,nq:1172277683662974732 | nq:8221988726104372475 | nq:6185983988907724243 | nq:246927435436425337 | nq:2157125040478289133,nq:1172277683662974732,0,tiny_realdata_policy_reader_diagnostic
nq,test,1172277683662974732,where did hasta la vista baby come from,Arnold Schwarzenegger's title character from the 1991 science fiction thriller film Terminator 2: Judgment Day,Train-best retrieval action,dense_keep,answer_type,Character Terminator Actor Arnold Schwarzenegger First,0.8,nq:1172277683662974732,0.0,0.3,1.0,1.0,1.0,1.0,1.5,nq:1172277683662974732 | nq:8221988726104372475 | nq:6185983988907724243 | nq:246927435436425337 | nq:2157125040478289133,nq:1172277683662974732,0,tiny_realdata_policy_reader_diagnostic
nq,test,1172277683662974732,where did hasta la vista baby come from,Arnold Schwarzenegger's title character from the 1991 science fiction thriller film Terminator 2: Judgment Day,Selective retrieval policy,dense_keyword,lexical,"`` Hasta la vista , baby '' Character Terminator Actor Arnold Schwarzenegger First used in Terminator 2 : Judgment Day Voted # 76 in AFI 's 100 Movie Quotes poll Arnold Schwarzenegger 's star on the Hollywood Walk of Fame `` Hasta la vista , baby '' is a catchphrase associated with Arnold Schwarzenegger 's title character from the 1991 science fiction thriller film Terminator 2 : Judgment Day .",0.8,nq:1172277683662974732,0.0,0.3661971830985915,1.0,1.0,1.0,1.0,1.5,nq:1172277683662974732 | nq:6185983988907724243 | nq:918027731204120251 | nq:2157125040478289133 | nq:-4874015616517210900,nq:1172277683662974732,0,tiny_realdata_policy_reader_diagnostic
nq,test,1172277683662974732,where did hasta la vista baby come from,Arnold Schwarzenegger's title character from the 1991 science fiction thriller film Terminator 2: Judgment Day,Selective retrieval policy,dense_keyword,span,Character Terminator Actor Arnold Schwarzenegger First,0.8,nq:1172277683662974732,0.0,0.3,1.0,1.0,1.0,1.0,1.5,nq:1172277683662974732 | nq:6185983988907724243 | nq:918027731204120251 | nq:2157125040478289133 | nq:-4874015616517210900,nq:1172277683662974732,0,tiny_realdata_policy_reader_diagnostic
nq,test,1172277683662974732,where did hasta la vista baby come from,Arnold Schwarzenegger's title character from the 1991 science fiction thriller film Terminator 2: Judgment Day,Selective retrieval policy,dense_keyword,answer_type,Character Terminator Actor Arnold Schwarzenegger First,0.8,nq:1172277683662974732,0.0,0.3,1.0,1.0,1.0,1.0,1.5,nq:1172277683662974732 | nq:6185983988907724243 | nq:918027731204120251 | nq:2157125040478289133 | nq:-4874015616517210900,nq:1172277683662974732,0,tiny_realdata_policy_reader_diagnostic
nq,test,2795459746948664513,what are the biggest citys in the usa,,Vanilla BM25,bm25_keep,lexical,"of episodes 16 Release Original network USA Network Original release April 19 ( 2009 - 04 - 19 ) -- August 9 , 2009 ( 2009 - 08 - 09 ) Season chronology ← Previous Season 7 Next → Season 9 List of Law & Order : Criminal Intent episodes The eighth season of Law & Order : Criminal Intent premiered on the USA Network in the United States on April 19 , 2009 .",0.3333333333333333,nq:-2337125086003031897,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nq:-2337125086003031897 | nq:5684766297191349827 | nq:5416190673077081367 | nq:2750109669430963686 | nq:-2398576916067490009,nq:2795459746948664513,0,tiny_realdata_policy_reader_diagnostic
nq,test,2795459746948664513,what are the biggest citys in the usa,,Vanilla BM25,bm25_keep,span,USA Network Original,0.3333333333333333,nq:-2337125086003031897,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nq:-2337125086003031897 | nq:5684766297191349827 | nq:5416190673077081367 | nq:2750109669430963686 | nq:-2398576916067490009,nq:2795459746948664513,0,tiny_realdata_policy_reader_diagnostic
nq,test,2795459746948664513,what are the biggest citys in the usa,,Vanilla BM25,bm25_keep,answer_type,USA Network Original,0.3333333333333333,nq:-2337125086003031897,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nq:-2337125086003031897 | nq:5684766297191349827 | nq:5416190673077081367 | nq:2750109669430963686 | nq:-2398576916067490009,nq:2795459746948664513,0,tiny_realdata_policy_reader_diagnostic
nq,test,2795459746948664513,what are the biggest citys in the usa,,Train-best retrieval action,dense_keep,lexical,state of New York .,0.0,nq:1541249210482822392,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2795459746948664513 | nq:5684766297191349827 | nq:1541249210482822392 | nq:3470213507052116668 | nq:-8045833528701674110,nq:2795459746948664513,0,tiny_realdata_policy_reader_diagnostic
nq,test,2795459746948664513,what are the biggest citys in the usa,,Train-best retrieval action,dense_keep,span,New York,0.0,nq:1541249210482822392,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2795459746948664513 | nq:5684766297191349827 | nq:1541249210482822392 | nq:3470213507052116668 | nq:-8045833528701674110,nq:2795459746948664513,0,tiny_realdata_policy_reader_diagnostic
nq,test,2795459746948664513,what are the biggest citys in the usa,,Train-best retrieval action,dense_keep,answer_type,New York,0.0,nq:1541249210482822392,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2795459746948664513 | nq:5684766297191349827 | nq:1541249210482822392 | nq:3470213507052116668 | nq:-8045833528701674110,nq:2795459746948664513,0,tiny_realdata_policy_reader_diagnostic
nq,test,2795459746948664513,what are the biggest citys in the usa,,Selective retrieval policy,dense_keep,lexical,state of New York .,0.0,nq:1541249210482822392,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2795459746948664513 | nq:5684766297191349827 | nq:1541249210482822392 | nq:3470213507052116668 | nq:-8045833528701674110,nq:2795459746948664513,0,tiny_realdata_policy_reader_diagnostic
nq,test,2795459746948664513,what are the biggest citys in the usa,,Selective retrieval policy,dense_keep,span,New York,0.0,nq:1541249210482822392,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2795459746948664513 | nq:5684766297191349827 | nq:1541249210482822392 | nq:3470213507052116668 | nq:-8045833528701674110,nq:2795459746948664513,0,tiny_realdata_policy_reader_diagnostic
nq,test,2795459746948664513,what are the biggest citys in the usa,,Selective retrieval policy,dense_keep,answer_type,New York,0.0,nq:1541249210482822392,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:2795459746948664513 | nq:5684766297191349827 | nq:1541249210482822392 | nq:3470213507052116668 | nq:-8045833528701674110,nq:2795459746948664513,0,tiny_realdata_policy_reader_diagnostic
nq,test,8213413935253147842,when is the last time the vikings were in the nfc championship,1976,Vanilla BM25,bm25_keep,lexical,"of episodes 53 ( list of episodes ) Production Executive producer ( s ) Will Forte Phil Lord Christopher Miller Seth Cohen Dan Sterling Producer ( s ) Chris Plourde Cinematography Christian Sprenger Camera setup Single - camera Running time 22 minutes Production company ( s ) The Si Fi Company Lord Miller Productions 20th Century Fox Television Release Original network Fox Picture format NTSC ( 480i ) HDTV 720p Original release March 1 , 2015 ( 2015 - 03 - 01 ) -- present External links Website www.fox.com/the-last-man-on-earth The Last Man on Earth is an American post-apocalyptic comedy television series created by and starring Will Forte .",0.4,nq:3933917703167660948,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8213413935253147842 | nq:3933917703167660948 | nq:-5525046227808782882 | nq:-1403561686055024600 | nq:-1714964231516223669,nq:8213413935253147842,0,tiny_realdata_policy_reader_diagnostic
nq,test,8213413935253147842,when is the last time the vikings were in the nfc championship,1976,Vanilla BM25,bm25_keep,span,2015,0.4,nq:3933917703167660948,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8213413935253147842 | nq:3933917703167660948 | nq:-5525046227808782882 | nq:-1403561686055024600 | nq:-1714964231516223669,nq:8213413935253147842,0,tiny_realdata_policy_reader_diagnostic
nq,test,8213413935253147842,when is the last time the vikings were in the nfc championship,1976,Vanilla BM25,bm25_keep,answer_type,2015,0.4,nq:3933917703167660948,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8213413935253147842 | nq:3933917703167660948 | nq:-5525046227808782882 | nq:-1403561686055024600 | nq:-1714964231516223669,nq:8213413935253147842,0,tiny_realdata_policy_reader_diagnostic
nq,test,8213413935253147842,when is the last time the vikings were in the nfc championship,1976,Train-best retrieval action,dense_keep,lexical,"Bank Stadium Minneapolis , Minnesota Headquartered at TCO Performance Center Eagan , Minnesota Logo Wordmark League / conference affiliations National Football League ( 1961 -- present ) Western Conference ( 1961 -- 1969 ) Central Division ( 1967 -- 1969 ) National Football Conference ( 1970 -- present ) NFC Central ( 1970 -- 2001 ) NFC North ( 2002 -- present ) Current uniform Team colors Purple , Gold , White Fight song Skol , Vikings Mascot Viktor the Viking Personnel Owner ( s ) Zygi Wilf Chairman Zygi Wilf President Mark Wilf General manager Rick Spielman Head coach Mike Zimmer Team history Minnesota Vikings ( 1961 -- present ) Team nicknames The Vikes The Purple People Eaters The Purple and Gold Championships League championships ( 0 † ) NFL Championships ( pre-1970 AFL -- NFL merger ) ( 1 ) 1969 Conference championships ( 4 ) NFL Western : 1969 NFC : 1973 , 1974 , 1976 Division championships ( 20 ) NFL Central : 1968 , 1969 NFC Central : 1970 , 1971 , 1973 , 1974 , 1975",0.4,nq:8213413935253147842,0.0,0.015625,1.0,1.0,1.0,1.0,1.5,nq:8213413935253147842 | nq:-7195400924760894316 | nq:-5525046227808782882 | nq:-8188778280161966817 | nq:-2614991144147210745,nq:8213413935253147842,0,tiny_realdata_policy_reader_diagnostic
nq,test,8213413935253147842,when is the last time the vikings were in the nfc championship,1976,Train-best retrieval action,dense_keep,span,1961,0.4,nq:8213413935253147842,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8213413935253147842 | nq:-7195400924760894316 | nq:-5525046227808782882 | nq:-8188778280161966817 | nq:-2614991144147210745,nq:8213413935253147842,0,tiny_realdata_policy_reader_diagnostic
nq,test,8213413935253147842,when is the last time the vikings were in the nfc championship,1976,Train-best retrieval action,dense_keep,answer_type,1961,0.4,nq:8213413935253147842,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8213413935253147842 | nq:-7195400924760894316 | nq:-5525046227808782882 | nq:-8188778280161966817 | nq:-2614991144147210745,nq:8213413935253147842,0,tiny_realdata_policy_reader_diagnostic
nq,test,8213413935253147842,when is the last time the vikings were in the nfc championship,1976,Selective retrieval policy,bm25_keyword,lexical,"of episodes 53 ( list of episodes ) Production Executive producer ( s ) Will Forte Phil Lord Christopher Miller Seth Cohen Dan Sterling Producer ( s ) Chris Plourde Cinematography Christian Sprenger Camera setup Single - camera Running time 22 minutes Production company ( s ) The Si Fi Company Lord Miller Productions 20th Century Fox Television Release Original network Fox Picture format NTSC ( 480i ) HDTV 720p Original release March 1 , 2015 ( 2015 - 03 - 01 ) -- present External links Website www.fox.com/the-last-man-on-earth The Last Man on Earth is an American post-apocalyptic comedy television series created by and starring Will Forte .",0.4,nq:3933917703167660948,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8213413935253147842 | nq:3933917703167660948 | nq:-5525046227808782882 | nq:-8632838885510071147 | nq:8818050291845026380,nq:8213413935253147842,0,tiny_realdata_policy_reader_diagnostic
nq,test,8213413935253147842,when is the last time the vikings were in the nfc championship,1976,Selective retrieval policy,bm25_keyword,span,2015,0.4,nq:3933917703167660948,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8213413935253147842 | nq:3933917703167660948 | nq:-5525046227808782882 | nq:-8632838885510071147 | nq:8818050291845026380,nq:8213413935253147842,0,tiny_realdata_policy_reader_diagnostic
nq,test,8213413935253147842,when is the last time the vikings were in the nfc championship,1976,Selective retrieval policy,bm25_keyword,answer_type,2015,0.4,nq:3933917703167660948,0.0,0.0,1.0,1.0,1.0,1.0,1.5,nq:8213413935253147842 | nq:3933917703167660948 | nq:-5525046227808782882 | nq:-8632838885510071147 | nq:8818050291845026380,nq:8213413935253147842,0,tiny_realdata_policy_reader_diagnostic
