dataset,qid,question,selected_action,train_best_action,oracle_action,policy_reward,train_best_reward,oracle_reward,policy_reward_delta_vs_train_best,policy_regret,oracle_margin_vs_train_best,oracle_margin_vs_second_best,candidate_action_reward_spread,oracle_tie_count,beats_train_best,matches_train_best_action,matches_oracle_action
nfcorpus,PLAIN-2291,ultra-processed foods,bm25_keep,dense_keep,bm25_keep,0.7,0.0,0.7,0.7,0.0,0.7,0.0,0.7,2,True,False,True
nfcorpus,PLAIN-344,Dioxins Stored in Our Own Fat May Increase Diabetes Risk,dense_keep,dense_keep,dense_keep,0.5327868852459017,0.5327868852459017,0.5327868852459017,0.0,0.0,0.0,0.0,0.532786885246,2,False,True,True
nfcorpus,PLAIN-3352,Boosting Heart Nerve Control,dense_keep,dense_keep,bm25_keep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,4,False,True,False
nfcorpus,PLAIN-3472,How Doctors Responded to Being Named a Leading Killer,dense_keep,dense_keep,dense_keyword,0.1588235294117647,0.1588235294117647,0.3088235294117647,0.0,0.15,0.15,0.15,0.338823529412,1,False,True,False
nfcorpus,PLAIN-731,bone fractures,dense_keep,dense_keep,bm25_keep,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.0,0.0,0.0,0.0,0.03,4,False,True,False
nfcorpus,PLAIN-1288,grapes,bm25_keep,dense_keep,bm25_keep,0.5204081632653061,0.0,0.5204081632653061,0.520408163265,0.0,0.520408163265,0.0,0.520408163265,2,True,False,True
nfcorpus,PLAIN-3251,EPIC Study,dense_keep,dense_keep,bm25_keep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,4,False,True,False
nfcorpus,PLAIN-1752,okra,dense_keyword,dense_keep,bm25_keep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,4,False,False,False
nfcorpus,PLAIN-2281,turnips,dense_keyword,dense_keep,bm25_keep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,4,False,False,False
nfcorpus,PLAIN-3171,Convergence of Evidence,bm25_keep,dense_keep,bm25_keyword,0.196078431372549,0.0,0.2794117647058823,0.196078431373,0.083333333333,0.279411764706,0.083333333333,0.279411764706,1,True,False,False
nfcorpus,PLAIN-2890,To Snack or Not to Snack?,bm25_keep,dense_keep,dense_keep,0.1594827586206896,0.2844827586206896,0.2844827586206896,-0.125,0.125,0.0,0.113333333333,0.314482758621,1,False,False,False
nfcorpus,PLAIN-2480,Preventing Ulcerative Colitis with Diet,dense_keep,dense_keep,dense_keep,0.4166666666666666,0.4166666666666666,0.4166666666666666,0.0,0.0,0.0,0.055555555556,0.210555555556,1,False,True,True
nfcorpus,PLAIN-2880,The Answer to the Pritikin Puzzle,dense_keep,dense_keep,bm25_keep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,4,False,True,False
nfcorpus,PLAIN-1877,plant-based diet,dense_keep,dense_keep,bm25_keep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,4,False,True,False
nfcorpus,PLAIN-478,accidents,bm25_keep,dense_keep,bm25_keep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,4,False,False,True
nfcorpus,PLAIN-1353,hernia,bm25_keep,dense_keep,bm25_keep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,4,False,False,True
nfcorpus,PLAIN-1731,norovirus,bm25_keep,dense_keep,bm25_keep,1.1666666666666663,1.1666666666666663,1.1666666666666663,0.0,0.0,0.0,0.0,0.03,4,False,False,True
nfcorpus,PLAIN-358,Didn't another study show carnitine was good for the heart?,dense_keep,dense_keep,bm25_keep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,4,False,True,False
nfcorpus,PLAIN-3312,Sexually Transmitted Fish Toxin,bm25_keep,dense_keep,dense_keep,0.0,0.3205128205128205,0.3205128205128205,-0.320512820513,0.320512820513,0.0,0.0,0.320512820513,2,False,False,False
nfcorpus,PLAIN-186,Best Treatment for Constipation,dense_keep,dense_keep,bm25_keep,0.2083333333333333,0.2083333333333333,0.2916666666666667,0.0,0.083333333333,0.083333333333,0.083333333333,0.113333333333,1,False,True,False
