dataset,split,qid,question,gold_answer,retrieval_method,retrieval_action,reader,predicted_answer,exact_match,f1,recall_at_5,mrr,ndcg_at_5,retrieval_calls,retrieval_reward,top_docs,gold_docs,missing_doc_count,claim_scope
hotpot,test,5ab71f7d554299110f219ab9,What broadcasting company did both Andrew Collins and Stuart Maconie of Collins and Maconie's Hit Parade both work together from 1194 to 1197?,BBC,Train-best retrieval action,hybrid_keyword,gemini,BBC Radio 1,0.0,0.5,1.0,1.0,1.0,2.0,1.47,Collins and Maconie's Hit Parade | Stuart Maconie | Sons Ltd | Radcliffe &amp; Maconie | Hit Parade 1,Collins and Maconie's Hit Parade | Stuart Maconie,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ab71f7d554299110f219ab9,What broadcasting company did both Andrew Collins and Stuart Maconie of Collins and Maconie's Hit Parade both work together from 1194 to 1197?,BBC,Selective retrieval policy,bm25_keep,gemini,BBC Radio 1,0.0,0.5,1.0,1.0,0.8772153153380493,1.0,1.5,Collins and Maconie's Hit Parade | Sons Ltd | Radcliffe &amp; Maconie | Stuart Maconie | Dave Hill,Collins and Maconie's Hit Parade | Stuart Maconie,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ade858a55429975fa854eea,What sport is played by both Justin Gimelstob and Angelique Kerber?,tennis,Vanilla BM25,bm25_keep,gemini,Tennis,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Angelique Kerber | Justin Gimelstob | 2005 China Open – Men's Doubles | 1999 Nottingham Open – Doubles | 1999 Legg Mason Tennis Classic – Doubles,Angelique Kerber | Justin Gimelstob,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ade858a55429975fa854eea,What sport is played by both Justin Gimelstob and Angelique Kerber?,tennis,Train-best retrieval action,hybrid_keyword,gemini,Tennis,1.0,1.0,1.0,1.0,0.9197207891481876,2.0,1.47,Angelique Kerber | 2001 Kroger St. Jude International – Doubles | Justin Gimelstob | 1999 Nottingham Open – Doubles | 2000 Franklin Templeton Tennis Classic – Doubles,Angelique Kerber | Justin Gimelstob,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ade858a55429975fa854eea,What sport is played by both Justin Gimelstob and Angelique Kerber?,tennis,Selective retrieval policy,hybrid_keep,gemini,Tennis,1.0,1.0,1.0,1.0,1.0,2.0,1.47,Angelique Kerber | Justin Gimelstob | 1999 Nottingham Open – Doubles | 2001 Kroger St. Jude International – Doubles | 2005 China Open – Men's Doubles,Angelique Kerber | Justin Gimelstob,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ac4920d5542996feb3fe8d3,"When was the designer of the Disneyland attraction with variants in California, France, Hong Kong, Tokyo, and the Tomorrowland Speedway born?","born October 25, 1931",Vanilla BM25,bm25_keep,gemini,"October 25, 1931",0.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.5,Autopia | Bob Gurr | Rocket Jets | Hong Kong Disneyland | Snow White Grotto,Autopia | Bob Gurr,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ac4920d5542996feb3fe8d3,"When was the designer of the Disneyland attraction with variants in California, France, Hong Kong, Tokyo, and the Tomorrowland Speedway born?","born October 25, 1931",Train-best retrieval action,hybrid_keyword,gemini,"October 25, 1931",0.0,0.8571428571428571,1.0,1.0,0.9197207891481876,2.0,1.47,Autopia | Snow White Grotto | Bob Gurr | Hong Kong Disneyland | Rocket Jets,Autopia | Bob Gurr,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ac4920d5542996feb3fe8d3,"When was the designer of the Disneyland attraction with variants in California, France, Hong Kong, Tokyo, and the Tomorrowland Speedway born?","born October 25, 1931",Selective retrieval policy,dense_keep,gemini,"October 25, 1931",0.0,0.8571428571428571,1.0,1.0,0.8503449055347546,1.0,1.5,Autopia | Rocket Jets | Snow White Grotto | Hong Kong Disneyland | Bob Gurr,Autopia | Bob Gurr,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a7c2819554299683c1c62db,"The 1997 independent slapstick comedy film Snowboard Academy stars this Danish-Italian actress, model, singer and reality television personality who began her career modelling for whom?",Greg Gorman and Helmut Newton,Vanilla BM25,bm25_keep,gemini,Greg Gorman and Helmut Newton,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Snowboard Academy | Brigitte Nielsen | Poor Jake's Demise | Kylie Jenner | Paris Hilton,Brigitte Nielsen | Snowboard Academy,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a7c2819554299683c1c62db,"The 1997 independent slapstick comedy film Snowboard Academy stars this Danish-Italian actress, model, singer and reality television personality who began her career modelling for whom?",Greg Gorman and Helmut Newton,Train-best retrieval action,hybrid_keyword,gemini,Greg Gorman and Helmut Newton,1.0,1.0,1.0,1.0,1.0,2.0,1.47,Snowboard Academy | Brigitte Nielsen | Andrea Roche | Paris Hilton | Poor Jake's Demise,Brigitte Nielsen | Snowboard Academy,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a7c2819554299683c1c62db,"The 1997 independent slapstick comedy film Snowboard Academy stars this Danish-Italian actress, model, singer and reality television personality who began her career modelling for whom?",Greg Gorman and Helmut Newton,Selective retrieval policy,bm25_keyword,gemini,Greg Gorman and Helmut Newton,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Snowboard Academy | Brigitte Nielsen | Poor Jake's Demise | Kylie Jenner | Paris Hilton,Brigitte Nielsen | Snowboard Academy,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a80956e5542996402f6a579,What was the proper name of the husband of Lollia Paullina?,Gaius Julius Caesar Augustus Germanicus,Vanilla BM25,bm25_keep,gemini,Caligula,0.0,0.0,0.5,1.0,0.6131471927654584,1.0,1.0,Lollia Paulina | Proper name (philosophy) | Free City of Greyhawk | Descriptivist theory of names | Proper name mark,Caligula | Lollia Paulina,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a80956e5542996402f6a579,What was the proper name of the husband of Lollia Paullina?,Gaius Julius Caesar Augustus Germanicus,Train-best retrieval action,hybrid_keyword,gemini,Caligula,0.0,0.0,0.5,1.0,0.6131471927654584,2.0,0.97,Lollia Paulina | Masarjawaih | Proper name mark | Proper name (philosophy) | Antonomasia,Caligula | Lollia Paulina,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a80956e5542996402f6a579,What was the proper name of the husband of Lollia Paullina?,Gaius Julius Caesar Augustus Germanicus,Selective retrieval policy,dense_keep,gemini,Gaius Julius Caesar Augustus Germanicus,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,1.5,Lollia Paulina | Masarjawaih | Caligula | Collis (planetary nomenclature) | Farshid,Caligula | Lollia Paulina,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae5f9b355429929b0807a4b,"Which of the writers of ""The Telltale Head""  was born on February 15, 1954?",Matt Groening,Vanilla BM25,bm25_keep,gemini,Matt Groening,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,1.5,The Telltale Head | Laurence Trimble | Matt Groening | Taichirō Hirokawa | Terry Everett,Matt Groening | The Telltale Head,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae5f9b355429929b0807a4b,"Which of the writers of ""The Telltale Head""  was born on February 15, 1954?",Matt Groening,Train-best retrieval action,hybrid_keyword,gemini,Matt Groening,1.0,1.0,1.0,1.0,0.8503449055347546,2.0,1.47,The Telltale Head | May Brookyn | Laurence Trimble | Terry Everett | Matt Groening,Matt Groening | The Telltale Head,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae5f9b355429929b0807a4b,"Which of the writers of ""The Telltale Head""  was born on February 15, 1954?",Matt Groening,Selective retrieval policy,dense_keep,gemini,unknown,0.0,0.0,0.5,1.0,0.6131471927654584,1.0,1.0,The Telltale Head | May Brookyn | Taichirō Hirokawa | Billy Kinloch | Terry Everett,Matt Groening | The Telltale Head,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae1bf46554299234fd042e6,Are both Jack and Coke and Clover Club Cocktail cocktails?,yes,Vanilla BM25,bm25_keep,gemini,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Jack and Coke | Clover Club Cocktail | Seafood cocktail | Pegu Club (cocktail) | Corpse Reviver,Clover Club Cocktail | Jack and Coke,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae1bf46554299234fd042e6,Are both Jack and Coke and Clover Club Cocktail cocktails?,yes,Train-best retrieval action,hybrid_keyword,gemini,Yes,1.0,1.0,1.0,1.0,1.0,2.0,1.47,Clover Club Cocktail | Jack and Coke | Bronx (cocktail) | Pegu Club (cocktail) | Hand Grenade (cocktail),Clover Club Cocktail | Jack and Coke,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae1bf46554299234fd042e6,Are both Jack and Coke and Clover Club Cocktail cocktails?,yes,Selective retrieval policy,dense_keyword,gemini,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Clover Club Cocktail | Jack and Coke | Bronx (cocktail) | Hand Grenade (cocktail) | Corpse Reviver,Clover Club Cocktail | Jack and Coke,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae655845542991bbc9760c3,"An American physicist coined the term ""soft energy path"" in 1976.  Today he is chairman and chief scientist of what?",Rocky Mountain Institute,Vanilla BM25,bm25_keep,gemini,Rocky Mountain Institute,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Soft energy path | Amory Lovins | Soft water path | Negawatt power | John M. Grunsfeld,Amory Lovins | Soft energy path,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae655845542991bbc9760c3,"An American physicist coined the term ""soft energy path"" in 1976.  Today he is chairman and chief scientist of what?",Rocky Mountain Institute,Train-best retrieval action,hybrid_keyword,gemini,Rocky Mountain Institute,1.0,1.0,1.0,1.0,1.0,2.0,1.47,Soft energy path | Amory Lovins | Soft water path | Soft energy technology | Negawatt power,Amory Lovins | Soft energy path,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae655845542991bbc9760c3,"An American physicist coined the term ""soft energy path"" in 1976.  Today he is chairman and chief scientist of what?",Rocky Mountain Institute,Selective retrieval policy,bm25_keep,gemini,Rocky Mountain Institute,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Soft energy path | Amory Lovins | Soft water path | Negawatt power | John M. Grunsfeld,Amory Lovins | Soft energy path,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a77e70f5542992a6e59dfeb,"What is the title of the 1979 film adaptation of William Shakespeare's play in which the English poet, actor, political activist and dramatist who wrote wrote a number of book-length polemical poems such as ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation"" played a main character?",The Tempest,Vanilla BM25,bm25_keep,gemini,The Tempest,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Heathcote Williams | The Tempest (1979 film) | Henry Carey (writer) | Samuel Taylor Coleridge | Sonnet 154,Heathcote Williams | The Tempest (1979 film),0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a77e70f5542992a6e59dfeb,"What is the title of the 1979 film adaptation of William Shakespeare's play in which the English poet, actor, political activist and dramatist who wrote wrote a number of book-length polemical poems such as ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation"" played a main character?",The Tempest,Train-best retrieval action,hybrid_keyword,gemini,The Tempest,1.0,1.0,1.0,0.5,0.6934264036172708,2.0,1.22,William Shakespeare | Heathcote Williams | The Tempest (1979 film) | Shakespeare bibliography | Henry Carey (writer),Heathcote Williams | The Tempest (1979 film),0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a77e70f5542992a6e59dfeb,"What is the title of the 1979 film adaptation of William Shakespeare's play in which the English poet, actor, political activist and dramatist who wrote wrote a number of book-length polemical poems such as ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation"" played a main character?",The Tempest,Selective retrieval policy,bm25_keyword,gemini,The Tempest,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Heathcote Williams | The Tempest (1979 film) | William Shakespeare | Henry Carey (writer) | Shakespeare bibliography,Heathcote Williams | The Tempest (1979 film),0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae400ab5542995dadf242be,"Were both the One, Inc. v. Olesen and  Erie Railroad Co. v. Tompkins cases ones that included a ruling by the United States Supreme Court?",yes,Vanilla BM25,bm25_keep,gemini,Yes,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,1.5,"One, Inc. v. Olesen | V.L. v. E.L. | Erie Railroad Co. v. Tompkins | Same-sex marriage in the Sixth Circuit | Guaranty Trust Co. v. York","Erie Railroad Co. v. Tompkins | One, Inc. v. Olesen",0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae400ab5542995dadf242be,"Were both the One, Inc. v. Olesen and  Erie Railroad Co. v. Tompkins cases ones that included a ruling by the United States Supreme Court?",yes,Train-best retrieval action,hybrid_keyword,gemini,Yes,1.0,1.0,1.0,1.0,1.0,2.0,1.47,"One, Inc. v. Olesen | Erie Railroad Co. v. Tompkins | Criminal law in the Waite Court | Klaxon Co. v. Stentor Electric Manufacturing Co. | Guaranty Trust Co. v. York","Erie Railroad Co. v. Tompkins | One, Inc. v. Olesen",0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae400ab5542995dadf242be,"Were both the One, Inc. v. Olesen and  Erie Railroad Co. v. Tompkins cases ones that included a ruling by the United States Supreme Court?",yes,Selective retrieval policy,dense_keep,gemini,Yes,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,1.5,"Erie Railroad Co. v. Tompkins | Klaxon Co. v. Stentor Electric Manufacturing Co. | Guaranty Trust Co. v. York | Criminal law in the Waite Court | One, Inc. v. Olesen","Erie Railroad Co. v. Tompkins | One, Inc. v. Olesen",0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a8f93f5554299458435d67e,"The name od the Jason Hook album ""Safety Dunce"" is a play on the words of a song released in what year? ",1983,Vanilla BM25,bm25_keep,gemini,1983,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,1.5,Safety Dunce | Mental Overdrive | Catch Me (I'm Falling) | The Safety Dance | Jedan od onih života...,Safety Dunce | The Safety Dance,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a8f93f5554299458435d67e,"The name od the Jason Hook album ""Safety Dunce"" is a play on the words of a song released in what year? ",1983,Train-best retrieval action,hybrid_keyword,gemini,1983,1.0,1.0,1.0,1.0,1.0,2.0,1.47,Safety Dunce | The Safety Dance | Jedan od onih života... | Catch Me (I'm Falling) | Five Finger Death Punch discography,Safety Dunce | The Safety Dance,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a8f93f5554299458435d67e,"The name od the Jason Hook album ""Safety Dunce"" is a play on the words of a song released in what year? ",1983,Selective retrieval policy,hybrid_keyword,gemini,1983,1.0,1.0,1.0,1.0,1.0,2.0,1.47,Safety Dunce | The Safety Dance | Jedan od onih života... | Catch Me (I'm Falling) | Five Finger Death Punch discography,Safety Dunce | The Safety Dance,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a8a4b9955429930ff3c0d88,Who wrote the lyrics to the 2016/2017 Australian production that stars Gretel Scarlett as Kathy Selden?,Arthur Freed,Vanilla BM25,bm25_keep,gemini,Arthur Freed,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,1.5,Gretel Scarlett | 2016 Australian Production Car Series | Stephen Mahy | Debbie Reynolds | Singin' in the Rain (musical),Gretel Scarlett | Singin' in the Rain (musical),0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a8a4b9955429930ff3c0d88,Who wrote the lyrics to the 2016/2017 Australian production that stars Gretel Scarlett as Kathy Selden?,Arthur Freed,Train-best retrieval action,hybrid_keyword,gemini,Arthur Freed,1.0,1.0,1.0,1.0,0.8772153153380493,2.0,1.47,Gretel Scarlett | 2016 Australian Production Car Series | Debbie Reynolds | Singin' in the Rain (musical) | Stephen Mahy,Gretel Scarlett | Singin' in the Rain (musical),0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a8a4b9955429930ff3c0d88,Who wrote the lyrics to the 2016/2017 Australian production that stars Gretel Scarlett as Kathy Selden?,Arthur Freed,Selective retrieval policy,bm25_keep,gemini,Arthur Freed,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,1.5,Gretel Scarlett | 2016 Australian Production Car Series | Stephen Mahy | Debbie Reynolds | Singin' in the Rain (musical),Gretel Scarlett | Singin' in the Rain (musical),0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a83d0845542996488c2e4e6,World for Ransom was directed by the producer notable for which 1974 film?,The Longest Yard,Vanilla BM25,bm25_keep,gemini,The Longest Yard,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,1.5,World for Ransom | John Kemeny (film producer) | Cameron Mackintosh | Paulo Thiago (director) | Robert Aldrich,Robert Aldrich | World for Ransom,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a83d0845542996488c2e4e6,World for Ransom was directed by the producer notable for which 1974 film?,The Longest Yard,Train-best retrieval action,hybrid_keyword,gemini,The Longest Yard,1.0,1.0,1.0,1.0,0.8772153153380493,2.0,1.47,World for Ransom | Paulo Thiago (director) | Cameron Mackintosh | Robert Aldrich | John Kemeny (film producer),Robert Aldrich | World for Ransom,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a83d0845542996488c2e4e6,World for Ransom was directed by the producer notable for which 1974 film?,The Longest Yard,Selective retrieval policy,dense_keep,gemini,The Longest Yard,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,1.5,World for Ransom | John Kemeny (film producer) | Paulo Thiago (director) | Robert Aldrich | Arnljot Berg,Robert Aldrich | World for Ransom,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a7cd28c554299452d57ba80,What Swiss football forward currently plays for the Swiss football club founded in 1905?,Andrea Locatelli,Vanilla BM25,bm25_keep,gemini,Andrea Locatelli,1.0,1.0,1.0,1.0,1.0,1.0,1.5,FC Chiasso | Andrea Locatelli (footballer) | Maeva Sarrasin | FC Tuggen | FC Echallens,Andrea Locatelli (footballer) | FC Chiasso,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a7cd28c554299452d57ba80,What Swiss football forward currently plays for the Swiss football club founded in 1905?,Andrea Locatelli,Train-best retrieval action,hybrid_keyword,gemini,Andrea Locatelli,1.0,1.0,1.0,1.0,0.8772153153380493,2.0,1.47,FC Chiasso | FC Zürich | FC Tuggen | Andrea Locatelli (footballer) | Maeva Sarrasin,Andrea Locatelli (footballer) | FC Chiasso,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a7cd28c554299452d57ba80,What Swiss football forward currently plays for the Swiss football club founded in 1905?,Andrea Locatelli,Selective retrieval policy,hybrid_keyword,gemini,Andrea Locatelli,1.0,1.0,1.0,1.0,0.8772153153380493,2.0,1.47,FC Chiasso | FC Zürich | FC Tuggen | Andrea Locatelli (footballer) | Maeva Sarrasin,Andrea Locatelli (footballer) | FC Chiasso,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae5a8435542992663a4f208,What is the nationality of the scientist who invented in Tribometer?,Dutch,Vanilla BM25,bm25_keep,gemini,Dutch,1.0,1.0,0.5,1.0,0.6131471927654584,1.0,1.0,Tribometer | Goralenvolk | Reverse Polish notation | International Prize for Biology | Polish notation,Pieter van Musschenbroek | Tribometer,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae5a8435542992663a4f208,What is the nationality of the scientist who invented in Tribometer?,Dutch,Train-best retrieval action,hybrid_keyword,gemini,Dutch,1.0,1.0,1.0,1.0,0.9197207891481876,2.0,1.47,Tribometer | József Károly Hell | Pieter van Musschenbroek | Reverse Polish notation | Polish notation,Pieter van Musschenbroek | Tribometer,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5ae5a8435542992663a4f208,What is the nationality of the scientist who invented in Tribometer?,Dutch,Selective retrieval policy,dense_keep,gemini,Dutch,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Tribometer | Pieter van Musschenbroek | József Károly Hell | Marcel Benoist Prize | International Prize for Biology,Pieter van Musschenbroek | Tribometer,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a89810655429946c8d6e929,How long is the river The Atherton Bridge spans?,37.5,Vanilla BM25,bm25_keep,gemini,unknown,0.0,0.0,0.5,1.0,0.6131471927654584,1.0,1.0,"Atherton Bridge | Colorado River Bridge at Bastrop | Monocacy River bridge and viaduct | Pit River Bridge | Columbia River Bridge (Bridgeport, Washington)",Atherton Bridge | Nashua River,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a89810655429946c8d6e929,How long is the river The Atherton Bridge spans?,37.5,Train-best retrieval action,hybrid_keyword,gemini,unknown,0.0,0.0,0.5,1.0,0.6131471927654584,2.0,0.97,Atherton Bridge | Colorado River Bridge at Bastrop | Port Mann Bridge | Pit River Bridge | Monocacy River bridge and viaduct,Atherton Bridge | Nashua River,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a89810655429946c8d6e929,How long is the river The Atherton Bridge spans?,37.5,Selective retrieval policy,hybrid_keyword,gemini,unknown,0.0,0.0,0.5,1.0,0.6131471927654584,2.0,0.97,Atherton Bridge | Colorado River Bridge at Bastrop | Port Mann Bridge | Pit River Bridge | Monocacy River bridge and viaduct,Atherton Bridge | Nashua River,0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a88bd1d554299206df2b357,"When did the character on Grey's Anatomy, played by the same actor who portrayed Rev James Lawson in ""Lee Daniel's The Butler"", debut?","season six, episode 5, ""Invasion""",Vanilla BM25,bm25_keep,gemini,"Season six, episode 5, ""Invasion",1.0,1.0,1.0,1.0,1.0,1.0,1.5,Jesse Williams (actor) | Jackson Avery | The Plants | James Lapslie | James Rae Forgan,Jackson Avery | Jesse Williams (actor),0,api_pilot_policy_routed_gemini_reader
hotpot,test,5a88bd1d554299206df2b357,"When did the character on Grey's Anatomy, played by the same actor who portrayed Rev James Lawson in ""Lee Daniel's The Butler"", debut?","season six, episode 5, ""Invasion""",Train-best retrieval action,hybrid_keyword,gemini,"season six, episode 5, ""Invasion",1.0,1.0,1.0,1.0,1.0,2.0,1.47,Jesse Williams (actor) | Jackson Avery | Peter Lawson (cricketer) | James Lapslie | Thomas J. Lawson,Jackson Avery | Jesse Williams (actor),0,api_pilot_policy_routed_gemini_reader
